asin,result
2788,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Illustration}, [Mood] {Playful}, [Setting] {Abstract}"
581,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Animated}, [Mood] {Serious}, [Setting] {Urban}"
1721,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Still}, [Mood] {Romantic}, [Setting] {Ocean}"
1500,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Romantic}, [Setting] {Urban}"
1261,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Fearful}, [Setting] {Night}"
2710,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Digital Art}, [Mood] {Creepy}, [Setting] {Forest}"
480,"[Genre] {Action}, [Audience] {Family}, [Visual Format] {Animated}, [Mood] {Exciting}, [Setting] {Wilderness}"
2993,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Intense}, [Setting] {Urban}"
2750,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Static Image}, [Mood] {Serious}, [Setting] {Studio}"
2504,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Lighthearted}, [Setting] {Urban}"
1262,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Exciting}, [Setting] {Outdoor}"
1961,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Reflective}, [Setting] {Road}"
2549,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Space}"
3730,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Print}, [Mood] {Serious}, [Setting] {Urban}"
509,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Serene}, [Setting] {Coastal Beach}"
2108,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Urban}"
3125,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Romantic}, [Setting] {City}"
2677,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Color}, [Mood] {Serious}, [Setting] {Urban}"
3081,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Suspenseful}, [Setting] {Countryside}"
296,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
1682,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Joyful}, [Setting] {Urban}"
852,"[Genre] {Romance}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intimate}, [Setting] {Outdoor}"
11,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Color}, [Mood] {Intense}, [Setting] {Political}"
2375,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Cheerful}, [Setting] {Urban}"
1183,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Serious}, [Setting] {War Zone}"
2613,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Mysterious}, [Setting] {Space}"
1330,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Satirical}, [Setting] {Urban}"
1982,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Static}, [Mood] {Intense}, [Setting] {Urban}"
1011,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Excited}, [Setting] {Urban}"
2643,"[Genre] {Superhero}, [Audience] {Family}, [Visual Format] {Movie Poster}, [Mood] {Heroic}, [Setting] {City}"
3789,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Print}, [Mood] {Intense}, [Setting] {Urban}"
3105,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Still}, [Mood] {Reflective}, [Setting] {Oceanic}"
593,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Still Image}, [Mood] {Mysterious}, [Setting] {Urban}"
1394,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Desert}"
1028,"[Genre] {Drama}, [Audience] {Family}, [Visual Format] {Animated}, [Mood] {Hopeful}, [Setting] {City}"
1387,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Fearful}, [Setting] {Ocean}"
1269,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Color}, [Mood] {Excited}, [Setting] {Urban}"
1438,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Color}, [Mood] {Intense}, [Setting] {Mountainous}"
1954,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Determined}, [Setting] {Cinematic}"
2844,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Still Image}, [Mood] {Suspenseful}, [Setting] {Unknown}"
183,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Still}, [Mood] {Intense}, [Setting] {Unknown}"
2,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {Cartoon}, [Mood] {Exciting}, [Setting] {Tropical}"
2688,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Serious}, [Setting] {Military}"
1569,"[Genre] {Romantic Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Warm, Heartwarming}, [Setting] {Urban}"
376,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {River}"
990,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2132,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Suspenseful}, [Setting] {Urban}"
3643,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Illustration}, [Mood] {Heroic}, [Setting] {War}"
2033,"[Genre] {Fantasy}, [Audience] {Children}, [Visual Format] {Animated}, [Mood] {Heroic}, [Setting] {Forest}"
2291,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Digital}, [Mood] {Intense}, [Setting] {Urban}"
3033,"[Genre] {Sci-Fi Comedy}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Lighthearted}, [Setting] {Space}"
2735,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Confident}, [Setting] {Desert}"
2078,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {Animated}, [Mood] {Exciting}, [Setting] {Jungle}"
3638,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Animated}, [Mood] {Exciting}, [Setting] {Space}"
3108,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intimate}, [Setting] {Interior}"
587,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Digital Art}, [Mood] {Intense}, [Setting] {Urban}"
3710,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Intense}, [Setting] {Urban}"
382,"[Genre] {Fantasy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspense}, [Setting] {Urban}"
111,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2599,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Urban}"
1991,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Fearful}, [Setting] {Urban}"
2528,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Colorful}, [Mood] {Excited}, [Setting] {Urban}"
1883,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Illustration}, [Mood] {Satirical}, [Setting] {Urban}"
2012,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Exciting}, [Setting] {Future}"
1953,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Intense}, [Setting] {Urban}"
2796,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Cartoon}, [Mood] {Happy}, [Setting] {Rural}"
346,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Intense}, [Setting] {Urban}"
1225,"[Genre] {Fantasy}, [Audience] {Adults}, [Visual Format] {Silhouettes}, [Mood] {Enigmatic}, [Setting] {Catacombs}"
3107,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Fire Scene}"
1197,"[Genre] {Romance}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Romantic}, [Setting] {Fantasy}"
2650,"[Genre] {Horror}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Fearful}, [Setting] {Nighttime}"
1292,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Color}, [Mood] {Serious}, [Setting] {Urban}"
3072,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Still Image}, [Mood] {Energetic}, [Setting] {Urban}"
22,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Tense}, [Setting] {Urban}"
2403,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Intense}, [Setting] {Forest}"
1270,"[Genre] {Science Fiction}, [Audience] {Family}, [Visual Format] {Color}, [Mood] {Exciting}, [Setting] {Future}"
2912,"[Genre] {Crime}, [Audience] {Adults}, [Visual Format] {Still}, [Mood] {Intense}, [Setting] {Urban}"
1196,"[Genre] {Sci-Fi}, [Audience] {Family}, [Visual Format] {Animated}, [Mood] {Action}, [Setting] {Space}"
2615,"[Genre] {Sci-Fi}  
[Audience] {Family}  
[Visual Format] {Animated}  
[Mood] {Exciting}  
[Setting] {Urban}"
2384,"[Genre] {Animated}, [Audience] {Family}, [Visual Format] {Color}, [Mood] {Cheerful}, [Setting] {City}"
1587,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Cartoon}, [Mood] {Heroic}, [Setting] {Fantasy}"
362,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {Color}, [Mood] {Exciting}, [Setting] {Jungle}"
3497,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Confident}, [Setting] {Urban}"
1858,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
3398,"[Genre] {Musical}, [Audience] {Family}, [Visual Format] {Colorful}, [Mood] {Joyful}, [Setting] {Cityscape}"
2369,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Color}, [Mood] {Confident}, [Setting] {Studio}"
2915,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Intense}, [Setting] {Urban}"
1550,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Humorous}, [Setting] {Office}"
2622,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Still}, [Mood] {Romantic}, [Setting] {Forest}"
1200,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Action}, [Setting] {Alien Environment}"
2001,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
1198,"[Genre] {Action-Adventure}, [Audience] {Family}, [Visual Format] {Movie Poster}, [Mood] {Exciting}, [Setting] {Desert}"
3608,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Cartoon}, [Mood] {Excited}, [Setting] {Rural}"
288,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Still}, [Mood] {Intense}, [Setting] {Urban}"
2247,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Urban}"
1674,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Intense}, [Setting] {Urban}"
1079,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Urban}"
1590,"[Genre] {Sci-Fi}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Dramatic}, [Setting] {Space}"
2411,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Determined}, [Setting] {Boxing Ring}"
2916,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
3168,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Static}, [Mood] {Introspective}, [Setting] {Desert}"
246,"[Genre] {Sports}, [Audience] {Fans}, [Visual Format] {Printed}, [Mood] {Energetic}, [Setting] {Cultural}"
3115,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Intense}, [Setting] {Urban}"
2953,"[Genre] {Comedy}, [Audience] {Children}, [Visual Format] {Color}, [Mood] {Excited}, [Setting] {New York City}"
969,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Color}, [Mood] {Intense}, [Setting] {Urban}"
2379,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Fun}, [Setting] {Urban}"
2396,"[Genre] {Romance}, [Audience] {Adults}, [Visual Format] {Film Poster}, [Mood] {Romantic}, [Setting] {Period}"
3286,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Joyful}, [Setting] {Winter}"
1172,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Exciting}, [Setting] {Nighttime}"
2971,"[Genre] {Jazz}, [Audience] {Adults}, [Visual Format] {Neon Sign}, [Mood] {Energetic}, [Setting] {Nighttime}"
1272,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Color}, [Mood] {Serious}, [Setting] {Military}"
648,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
155,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Tense}, [Setting] {Urban}"
2664,"[Genre] {Action-Comedy}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Exciting}, [Setting] {Urban}"
1203,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Confident}, [Setting] {Urban}"
2583,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Hopeful}, [Setting] {Urban}"
585,"[Genre] {Comedy}, [Audience] {Family}, [Visual Format] {Cartoon}, [Mood] {Fun}, [Setting] {Fantasy}"
2266,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Fantasy}"
953,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Joyful}, [Setting] {Urban}"
1643,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Still}, [Mood] {Serious}, [Setting] {Historical}"
3362,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Intense}, [Setting] {Urban}"
2278,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
3948,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Urban}"
3255,"[Genre] {Sports}, [Audience] {Adults}, [Visual Format] {Static}, [Mood] {Playful}, [Setting] {Golf Course}"
488,"[Genre] {Romance}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intimate}, [Setting] {Intimate}"
1097,"[Genre] {Science Fiction}, [Audience] {Family}, [Visual Format] {Film Poster}, [Mood] {Enigmatic}, [Setting] {Night Sky}"
610,"[Genre] {Heavy Metal}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Intense}, [Setting] {Fantasy}"
1012,"[Genre] {Drama}, [Audience] {Family}, [Visual Format] {Color}, [Mood] {Heartwarming}, [Setting] {Farm}"
2406,"[Genre] {Adventure}, [Audience] {Family}, [Visual Format] {Color}, [Mood] {Exciting}, [Setting] {Jungle}"
2926,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Urban}"
3705,"[Genre] {Action/Adventure}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Suspenseful}, [Setting] {Urban}"
1029,"[Genre] {Animation}, [Audience] {Children}, [Visual Format] {Colorful}, [Mood] {Joyful}, [Setting] {Sky}"
1120,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Satirical}, [Setting] {Studio}"
1226,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Illustration}, [Mood] {Serene}, [Setting] {Rural}"
356,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Hopeful}, [Setting] {Urban}"
2959,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
2956,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Intense}, [Setting] {Urban}"
208,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Determined}, [Setting] {Oceanic}"
3654,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Intense}, [Setting] {Oceanic}"
1374,"[Genre] {Science Fiction}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Dramatic}, [Setting] {Desert}"
1918,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Intense}, [Setting] {Urban}"
3675,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Joyful}, [Setting] {Christmas}"
1264,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Animated}, [Mood] {Epic}, [Setting] {Fantasy}"
2805,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Tuxedo Party}"
3361,"[Genre] {Comedy}, [Audience] {Adults}, [Visual Format] {Live Action}, [Mood] {Playful}, [Setting] {Urban}"
736,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Tense}, [Setting] {Desert}"
2006,"[Genre] {Action}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Intense}, [Setting] {Fantasy}"
943,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Movie Poster}, [Mood] {Romantic}, [Setting] {Coastal Town}"
3334,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Static}, [Mood] {Intense}, [Setting] {Urban}"
2276,"[Genre] {Drama}, [Audience] {Adults}, [Visual Format] {Color}, [Mood] {Emotional}, [Setting] {Urban}"
