0	1	2
1122	703	4
1123	134	4
1124	941	3
1125	295	4
358	56	4
1126	942	3
1127	880	3
1128	210	3
26	943	4
1129	944	3
1130	308	5
898	728	1
49	945	4
977	557	3
1131	394	2
728	385	3
1132	946	3
1133	947	3
1134	434	5
1135	342	4
1071	424	4
1136	665	5
174	948	4
937	809	4
677	137	4
1137	116	4
1138	949	3
182	843	1
1077	178	5
1139	240	4
631	641	3
1067	950	2
1140	951	4
311	121	3
501	952	4
1141	289	5
1142	5	5
976	141	3
1143	953	2
1144	954	2
572	660	2
1145	163	5
1146	955	3
892	8	2
1147	68	3
11	170	3
1148	216	4
804	956	5
990	763	3
46	877	3
1149	316	5
1150	957	4
956	537	1
217	769	3
1151	597	4
1152	456	4
1153	153	5
1154	958	4
952	19	3
1155	134	5
1060	959	1
1156	960	3
1157	961	3
148	962	5
1037	963	4
1158	964	3
321	608	2
1159	780	5
1160	965	3
571	333	3
1161	966	4
633	600	4
1162	804	4
1163	964	4
1164	967	2
1165	968	4
481	33	4
1166	455	3
1167	969	4
884	300	4
32	525	3
129	970	5
1168	971	2
922	290	5
1169	133	5
45	448	3
890	972	3
1170	973	2
1171	926	4
1172	974	3
640	654	4
1173	975	1
387	976	4
1174	977	4
35	421	5
728	110	3
1175	585	4
62	386	4
331	580	2
1176	289	4
1177	978	4
1178	382	4
1179	979	2
1180	980	5
1181	343	2
678	794	4
715	981	3
1182	745	3
1046	437	5
8	982	2
1183	629	3
881	983	4
1184	377	5
435	984	4
1168	384	3
872	148	2
1185	179	4
1186	146	4
1187	732	3
947	430	4
723	372	3
1188	653	4
1189	215	4
1029	629	3
1190	336	4
1154	414	4
1191	382	2
349	985	4
1192	986	5
1193	987	5
1077	988	2
1194	989	2
1195	887	5
1196	990	3
397	561	5
1197	51	4
1198	550	5
1199	284	3
256	390	5
1200	698	3
690	961	4
1201	267	5
853	863	4
585	991	4
1202	458	2
341	992	5
502	142	4
587	993	2
1203	931	2
1204	361	5
1056	994	1
1205	53	3
889	206	2
1206	995	5
427	996	4
49	955	4
1207	997	1
43	6	4
1208	998	4
370	226	4
1209	999	4
485	608	4
1210	1000	2
1211	1001	3
1212	341	4
1213	1002	4
984	1003	4
1146	909	4
847	1004	4
226	435	5
1214	75	4
1215	980	3
672	1005	1
1216	723	3
252	1006	3
501	413	2
44	374	4
1217	683	5
1218	1007	4
1219	525	3
1220	134	4
1221	23	5
1222	439	4
343	264	5
46	1008	2
845	1007	3
1223	707	4
1224	448	4
1225	63	3
508	963	5
1226	724	4
739	1009	2
1227	1010	2
198	1011	2
293	456	2
1228	403	2
1229	679	5
1230	1012	5
1231	295	3
1232	1013	3
1233	593	4
1023	289	4
505	48	4
1234	1014	2
1235	1015	3
1014	483	3
895	1016	4
588	600	4
1219	657	5
1236	877	3
1237	771	3
1033	1017	5
1238	1018	5
1239	13	4
793	63	5
169	276	3
642	1019	4
162	1017	4
1240	36	3
1241	23	4
295	412	5
1242	1020	3
1243	208	4
1244	108	5
1245	1021	2
1246	1022	5
646	1023	4
803	181	4
723	1024	2
1247	5	5
254	1025	5
656	477	3
531	691	3
4	317	4
1248	1026	2
1249	76	4
432	1027	4
1250	245	4
1251	502	2
1252	1028	4
304	1029	2
1113	44	1
129	1030	4
1253	914	3
1254	1031	3
370	416	5
1255	1032	4
263	82	3
307	1033	3
315	491	4
1256	1034	4
788	1035	5
565	1036	1
1257	645	3
114	308	4
1258	1037	5
1259	837	4
882	187	5
872	1003	3
1260	71	3
1261	291	5
1262	344	4
587	65	2
1263	389	4
1264	449	3
1209	209	2
1265	794	5
1266	1038	3
945	86	4
1267	108	5
1268	705	5
73	1039	1
1269	105	3
1270	463	5
754	302	4
729	1040	4
958	588	3
253	63	3
927	773	4
1271	910	5
1272	5	4
1273	885	5
592	628	4
619	1041	3
585	1042	3
1274	256	5
1275	707	4
1276	553	4
907	1043	3
378	1044	4
51	1045	2
442	89	1
1085	511	4
218	319	4
897	463	4
1277	889	4
1278	289	4
1279	1046	4
1280	1014	2
1281	266	1
1282	1047	3
1283	17	5
1284	991	4
721	1048	5
307	1049	2
415	582	1
1285	468	5
340	134	5
351	122	3
581	1050	1
1128	887	3
720	450	4
568	13	5
1286	701	4
390	706	5
863	165	3
1287	1051	5
361	523	5
1288	1052	4
1289	244	4
281	600	3
1290	413	4
256	200	4
1291	725	4
1292	342	5
655	1053	2
1293	745	1
1294	1054	4
1295	44	5
1296	814	5
1297	501	4
479	1055	4
1196	88	5
684	1056	5
1298	130	1
225	1057	3
599	336	4
158	1058	4
1299	1059	4
126	1060	4
432	1061	3
945	53	3
1300	1062	3
1301	1063	3
928	143	1
4	490	2
442	1064	2
1302	212	3
630	873	4
531	370	5
1303	83	5
1304	517	3
1305	489	4
1306	677	5
1307	271	4
600	884	3
713	1065	4
1308	458	5
684	171	3
1309	1066	5
1310	141	3
387	545	4
489	1067	3
1311	438	4
1312	925	5
1313	551	5
162	865	5
1314	1068	4
1063	108	5
1315	1069	3
1316	458	3
1317	1070	5
1180	963	4
1318	161	5
1319	935	5
344	1071	2
341	1072	5
588	195	3
953	1021	4
1320	344	4
1321	62	5
54	589	4
1252	821	2
1322	51	5
1323	0	4
835	872	3
1324	23	4
1325	711	3
1326	701	2
1003	259	5
358	980	5
172	1073	3
1327	110	4
21	308	5
176	1004	3
464	226	5
405	163	4
1328	374	5
1293	390	4
1329	894	4
1330	370	5
720	1074	1
277	1075	3
88	192	1
1331	542	5
345	497	4
1140	60	1
1332	509	4
1333	671	2
1334	1076	3
1335	1077	1
869	804	4
1336	1042	3
847	110	4
1337	812	4
1338	942	3
1339	1078	3
361	712	2
1219	1079	3
1340	963	4
258	108	3
1341	114	2
134	342	4
1342	119	4
1343	1080	4
1344	1081	5
1345	583	3
1346	1082	3
1347	659	4
11	1083	3
1348	1084	4
1349	1085	4
1350	168	5
898	1086	4
341	1087	1
316	1088	3
1351	391	4
548	171	4
32	1089	2
1352	220	5
8	68	3
1172	606	3
1353	417	3
1354	336	5
1355	357	5
1356	991	5
1000	83	4
831	286	5
1357	1090	3
824	625	2
90	64	3
1358	1091	5
1359	1023	4
500	1092	5
541	624	3
409	443	4
45	1048	5
138	1093	4
1360	406	4
407	201	4
1058	1094	3
1361	385	3
1362	1095	2
334	1096	4
1240	292	2
45	1097	5
217	1088	2
1363	287	5
1364	68	3
805	360	1
1196	495	4
1365	1098	5
1366	931	3
1367	136	4
1368	1099	2
1263	106	4
695	646	4
1066	1100	3
1017	1101	5
1369	186	2
1370	1102	4
1357	1017	4
1132	629	4
1371	75	4
953	1103	4
1304	261	4
1372	483	4
1373	51	5
565	56	2
283	542	3
792	1104	4
543	760	4
456	734	3
1374	281	4
585	1105	4
1184	1106	4
1280	300	4
1375	756	2
606	571	4
1376	1107	2
250	153	5
1194	8	4
492	38	3
1377	273	3
1118	283	5
1378	894	3
1379	1108	5
1380	1024	3
321	799	3
1381	1109	5
835	245	3
1382	125	4
539	1110	3
1091	725	3
1383	524	3
1384	916	3
1385	1111	2
1386	46	2
178	1112	3
1387	248	5
1277	333	3
368	104	3
607	866	3
1213	434	5
321	408	5
1065	283	3
548	131	4
1294	147	4
1388	721	4
1389	924	3
799	1113	3
1390	1114	4
1391	624	5
1392	1115	4
860	853	3
1393	240	3
1394	468	5
1395	980	5
1396	320	4
907	721	3
32	130	4
129	1116	1
1397	1117	4
572	52	4
20	1118	4
1398	476	2
232	1119	4
1399	773	4
1400	1120	3
1401	595	5
721	17	4
1402	374	5
1403	828	4
1404	197	4
44	1010	3
1405	713	4
782	976	2
1406	1121	4
1407	453	4
1408	1122	3
1381	244	4
1409	588	5
1410	1093	1
1411	153	5
1325	548	3
397	1123	3
907	1124	3
1412	968	4
1413	366	4
1414	1105	3
989	1125	3
1415	745	5
1416	24	4
1177	803	5
428	1126	5
1417	614	2
1042	1127	3
1418	677	4
1029	898	4
1314	671	1
217	600	3
1419	1128	3
1420	684	1
1421	628	3
1422	105	5
1423	381	5
303	1129	4
1424	793	4
1425	477	2
1426	1130	3
479	581	5
1427	1131	5
1428	1058	4
1429	8	4
174	242	4
50	1132	3
1116	444	5
491	1133	5
733	76	5
214	715	4
892	161	3
115	1134	3
1430	1073	3
370	101	3
1431	1135	5
1432	173	3
1433	746	3
1434	520	3
1051	838	4
439	51	4
54	866	4
215	616	4
455	1004	4
1435	550	5
1436	1136	3
1432	1023	3
1437	736	3
1386	1137	4
1438	387	3
1439	364	3
304	1138	2
815	1139	1
1176	207	5
1440	117	3
361	1140	3
1441	496	4
1442	1141	3
713	1142	1
1342	240	3
1443	999	1
1444	814	5
1445	924	1
1319	1143	5
845	206	1
350	1144	1
1446	146	5
1447	23	4
801	707	5
906	511	3
1448	295	5
1449	329	3
1450	1145	1
1451	294	4
1452	995	4
20	1146	4
1453	215	5
295	1147	4
1277	707	5
635	951	5
762	1062	5
1194	124	4
1454	176	3
1056	703	5
1455	319	3
1456	297	5
416	1148	4
1457	449	4
413	1149	3
656	1150	2
1078	295	5
1118	148	2
1458	349	4
1328	404	4
1459	652	5
1460	537	5
1461	665	5
1462	997	4
809	1151	4
1276	375	3
1463	405	3
1183	1	4
1464	76	3
432	557	4
1465	398	4
1466	297	3
977	275	3
1412	292	4
678	411	3
1467	179	3
1468	6	5
1464	1152	4
