Image Name,Keywords
B0BPM6K75C,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Silicone}, [Usage Context] {Home}"
B0BFJZHQ1Z,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Diaper Rash Treatment}, [Material] {Zinc Oxide}, [Usage Context] {Nursery}"
B09K4VPPZD,"[Category] {Baby Feeding}, [Age Group] {Infant}, [Purpose] {Eating}, [Material] {Silicone}, [Usage Context] {Home}"
B07D1PPB68,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}"
B098RMQD1Q,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Teething Relief}, [Material] {Silicone}, [Usage Context] {Home}"
B0BCSPWQZ9,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Milk Collection}, [Material] {Silicone}, [Usage Context] {Home}"
B0BZ1954P4,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Fabric}, [Usage Context] {Car}."
B0BFNDQCD5,"[Category] {Stickers}, [Age Group] {Children}, [Purpose] {Decoration}, [Material] {Paper}, [Usage Context] {Room Decoration}."
B0BRNV32SY,"[Category] {Toys}, [Age Group] {Infant}, [Purpose] {Teething}, [Material] {Silicone}, [Usage Context] {Home}"
B00OX53QHC,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Plastic}, [Usage Context] {Car}."
B079K6PCVM,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Silicone}, [Usage Context] {Home}"
B07VFBN15Z,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Decorative}, [Material] {Cotton}, [Usage Context] {Bedroom}"
B077TT1JXW,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Breastfeeding}, [Material] {Silicone}, [Usage Context] {Home}"
B073GQBC2P,"[Category] {Bedding}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Cotton}, [Usage Context] {Home}"
B0B5JP8CGW,"[Category] {Safety}, [Age Group] {Infant}, [Purpose] {Barrier}, [Material] {Metal}, [Usage Context] {Home}."
B0CC3GYVKV,"[Category] {Toys}, [Age Group] {Infant}, [Purpose] {Play and Development}, [Material] {Plastic}, [Usage Context] {Home}"
B0B2CBQGSS,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Polyester}, [Usage Context] {Travel}."
B0BZKC75W1,"[Category] {Toiletries}, [Age Group] {Toddler}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}."
B0B5WPKFGD,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}"
B00U2SXFHK,"[Category] {Furniture}, [Age Group] {Toddler}, [Purpose] {Play}, [Material] {Metal}, [Usage Context] {Home}"
B099JPYC4G,"[Category] {Bedding}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Cotton}, [Usage Context] {Home}"
B07V7QNYJQ,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Polyester}, [Usage Context] {Travel}."
B0C17PYXNL,"[Category] {Infant Nutrition}, [Age Group] {Infant}, [Purpose] {Soothing}, [Material] {Powder}, [Usage Context] {Formula}."
B002UH8RSS,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}."
B005LUWIL8,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Diaper Rash Treatment}, [Material] {Zinc Oxide}, [Usage Context] {Home}"
B0C7YWZPFS,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Soothing}, [Material] {Zinc Oxide}, [Usage Context] {Skin Protection}"
B00CXSVZI8,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Plastic}, [Usage Context] {Home}"
B0873X984F,"[Category] {Storage}, [Age Group] {Toddler}, [Purpose] {Organization}, [Material] {Plastic}, [Usage Context] {Playroom}"
B01M9IZB0N,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Drinking}, [Material] {Plastic}, [Usage Context] {Home}"
B0823DZYQY,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Pacifier Weaning}, [Material] {Plastic}, [Usage Context] {Home}"
B00CL6RZ0E,"[Category] {Strollers}, [Age Group] {Infant}, [Purpose] {Travel}, [Material] {Polyester}, [Usage Context] {Outdoor}."
B0799JLXDX,"[Category] {Pet Care}, [Age Group] {Adult}, [Purpose] {Dental Care}, [Material] {Natural Rubber}, [Usage Context] {Home}"
B0C385NQ5S,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}."
B08N2XGQQY,"[Category] {Baby Accessories}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Home}"
B0BRPBKDJV,"[Category] {Furniture}, [Age Group] {Infant}, [Purpose] {Storage}, [Material] {Wood}, [Usage Context] {Home}"
B0C5K4F176,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Storage}, [Material] {Polyester}, [Usage Context] {Travel}."
B08WFF9YJP,"[Category] {Toys}, [Age Group] {Infant}, [Purpose] {Teething Relief}, [Material] {Plastic}, [Usage Context] {Playtime}."
B0C2FM7CPZ,"[Category] {Bath}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Silicone}, [Usage Context] {Home}"
B0BJKYW5T7,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Bath Time}"
B0183LMQNG,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Travel}"
B09V9F9TYC,"[Category] {Baby Feeding}, [Age Group] {Infant}, [Purpose] {Fruit Feeder}, [Material] {Plastic}, [Usage Context] {Home}"
B09HTB99TC,"[Category] {Safety}, [Age Group] {Infant}, [Purpose] {Protection}, [Material] {Plastic}, [Usage Context] {Home}."
B09YF3SLPF,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Foam}, [Usage Context] {Home}"
B09TWJYVH7,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}"
B00BHC9I44,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Changing Pad}, [Material] {Polyester}, [Usage Context] {Travel}"
B0766DSZ79,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Bath Time}"
B016I352K0,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Diaper Rash Prevention}, [Material] {Ointment}, [Usage Context] {Home}"
B00Q7LE1TC,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}"
B07JN3623Z,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Diaper Rash Protection}, [Material] {Ointment}, [Usage Context] {Skin Protection}"
B0017WEH1S,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Sleeping}."
B0018CJ7G2,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Sleeping}."
B002R8JK8G,"[Category] {Diapers}, [Age Group] {Toddlers}, [Purpose] {Sleeping}, [Material] {Absorbent}, [Usage Context] {Nighttime}"
B002BH53AC,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Paper}, [Usage Context] {Travel}."
B002BH53AM,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Paper}, [Usage Context] {Travel}."
B0BMWRWK4M,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Paper}, [Usage Context] {Travel}."
B01M269311,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Home}"
B07Q7SWLB2,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Skin Care}, [Material] {Cream}, [Usage Context] {Diaper Rash Treatment}."
B00UV6JDN8,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Breastfeeding}, [Material] {Plastic}, [Usage Context] {Hospital}"
B07L5F2878,"[Category] {Baby Feeding}, [Age Group] {Infant}, [Purpose] {Nursing Bottle Accessory}, [Material] {Plastic}, [Usage Context] {Home}"
B0BHNZFTDG,"[Category] {Clothing}, [Age Group] {Toddler}, [Purpose] {Training}, [Material] {Cotton}, [Usage Context] {Home}"
B01LZPAXQR,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Swaddling}, [Material] {Merino Wool}, [Usage Context] {Sleeping}"
B01IMXT58Y,"[Category] {Toys}, [Age Group] {Infant}, [Purpose] {Soothing}, [Material] {Silicone}, [Usage Context] {Home}"
B01BYZ9YB0,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Travel}."
B01GED7SD8,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Shade and Protection}, [Material] {Textile}, [Usage Context] {Outdoor Play}"
B0C3V28XG8,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Moisturizing}, [Material] {Ceramides, Hyaluronic Acid}, [Usage Context] {Skincare}"
B0BVV21HD3,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Soothing}, [Material] {Silicone}, [Usage Context] {Home}"
B002OOWAJO,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}"
B000VHPGVK,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Paper}, [Usage Context] {Home}"
B00CC13YHG,"[Category] {Sleepwear}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Cotton}, [Usage Context] {Home}."
B096NMWFZW,"[Category] {Safety}, [Age Group] {Infant}, [Purpose] {Protection}, [Material] {Metal}, [Usage Context] {Home}."
B0C3F1KFPR,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Water-Based}, [Usage Context] {Travel}."
B00Y285WFO,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Plastic}, [Usage Context] {Car}."
B0BQY756LZ,"[Category] {Baby Feeding}, [Age Group] {Infant}, [Purpose] {Eating}, [Material] {Plastic}, [Usage Context] {Home}"
B00VZ7GVP0,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Stainless Steel}, [Usage Context] {Home}"
B0C3L2BB4L,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Diapering}, [Material] {Steel}, [Usage Context] {Home}"
B014QDRXCY,"[Category] {Books}, [Age Group] {Infant}, [Purpose] {Memory Keeping}, [Material] {Paper}, [Usage Context] {Baby's First Year}"
B00TOCKTRE,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Diapers}"
B08SJYP3XY,"[Category] {Furniture}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Wood}, [Usage Context] {Home}"
B01BTTMLA2,"[Category] {Clothing}, [Age Group] {Infant}, [Purpose] {Washing}, [Material] {Cotton}, [Usage Context] {Home}"
B00LT4U4YI,"[Category] {Safety}, [Age Group] {Infant}, [Purpose] {Preventing Accidents}, [Material] {Plastic}, [Usage Context] {Home}"
B01G9188WU,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Water}, [Usage Context] {Travel}."
B00C18D1XC,"[Category] {Baby Care}, [Age Group] {Newborn}, [Purpose] {Diaper Storage}, [Material] {Plastic}, [Usage Context] {Home}"
B015J5I7N2,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Plastic}, [Usage Context] {Car}."
B075GSDC27,"[Category] {Baby Feeding}, [Age Group] {Infant}, [Purpose] {Nursing Bottle Nipples}, [Material] {Silicone}, [Usage Context] {Home}"
B0B5F47QMW,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}"
B085RCL5LJ,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plant-Based Pulp}, [Usage Context] {Home}"
B01N4I6S29,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Cotton}, [Usage Context] {Home}"
B07BSD5CCW,"[Category] {Toilet Training}, [Age Group] {Toddler}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}."
B0B5J5Z3R5,"[Category] {Bedding}, [Age Group] {Toddler}, [Purpose] {Safety}, [Material] {Fabric}, [Usage Context] {Home}"
B01IIH72GQ,"[Category] {Baby Bedding}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Cotton}, [Usage Context] {Home}"
B00SKL8MAG,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Storage}, [Material] {Polyester}, [Usage Context] {Travel}"
B0BVYLH28D,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Diaper Rash Treatment}, [Material] {Zinc Oxide}, [Usage Context] {Home}"
B07CJDYT5K,"[Category] {Baby Bedding}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Cotton}, [Usage Context] {Home}"
B071K6Z2M1,"[Category] {Safety}, [Age Group] {Child}, [Purpose] {Preventing Accidents}, [Material] {Plastic}, [Usage Context] {Bathroom}"
B0167HHIOK,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Support}, [Material] {Cotton}, [Usage Context] {Feeding Time}"
B09VXNVWH6,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Support}, [Material] {Cotton}, [Usage Context] {Nursing}"
B07Q7DC37W,"[Category] {Baby Toys}, [Age Group] {Infant}, [Purpose] {Entertainment}, [Material] {Soft Fabric}, [Usage Context] {Stroller}"
B00512VMVI,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Organizing}, [Material] {Plastic}, [Usage Context] {Home}"
B01F2IRXBS,"[Category] {Clothing}, [Age Group] {Infant}, [Purpose] {Swaddling}, [Material] {Cotton}, [Usage Context] {Home}"
B00PAUES8K,"[Category] {Baby Furniture}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}"
B00S143JHS,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Walking Aid}, [Material] {Plastic}, [Usage Context] {Home}"
B087JV4HRF,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Hydration}, [Material] {Neoprene}, [Usage Context] {Outdoor}."
B07KMGM3MN,"[Category] {Baby Products}, [Age Group] {Toddler}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}"
B0C5S9H6LQ,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Entertainment}, [Material] {Plastic}, [Usage Context] {Home}"
B01KOZFZKK,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}."
B00ZZQFIXS,"[Category] {Baby Accessories}, [Age Group] {Infant}, [Purpose] {Safety}, [Material] {Cotton}, [Usage Context] {Car Seat}"
B09F75TWP4,"[Category] {Baby Essentials}, [Age Group] {Infant}, [Purpose] {Sleeping}, [Material] {Cotton}, [Usage Context] {Bedding}."
B0BT1DXWCH,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Home}."
B0C7XCXYHC,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}."
B09DMNN5NQ,"[Category] {Baby Feeding}, [Age Group] {Infant}, [Purpose] {Eating}, [Material] {Plastic}, [Usage Context] {Home}"
B09MQ9M85D,"[Category] {Safety}, [Age Group] {Infant}, [Purpose] {Protection}, [Material] {Metal}, [Usage Context] {Home}."
B00T6W1ZBG,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Home}"
B0B4FN6KRD,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Soothing}, [Material] {Plastic}, [Usage Context] {Home}."
B001L1EJTA,"[Category] {Baby Furniture}, [Age Group] {Infant}, [Purpose] {Sitting}, [Material] {Plastic}, [Usage Context] {Home}."
B0B94R39PY,"[Category] {Toiletries}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Plastic}, [Usage Context] {Home}."
B0047CKEPS,"[Category] {Furniture}, [Age Group] {Toddler}, [Purpose] {Sleeping}, [Material] {Wood}, [Usage Context] {Home}"
B07DRB6274,"[Category] {Clothing}, [Age Group] {Infant}, [Purpose] {Sleepwear}, [Material] {Cotton}, [Usage Context] {Home}"
B01IHXXVM0,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Changing Pad Cover}, [Material] {Soft Fabric}, [Usage Context] {Home}"
B0CD1JGNQH,"[Category] {Baby Monitors}, [Age Group] {Infant}, [Purpose] {Security}, [Material] {Plastic}, [Usage Context] {Home}."
B0767QWD4G,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}"
B07FCHYJPD,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Home}"
B0BW3WPHSM,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Support}, [Material] {Organic Fabric}, [Usage Context] {Home}"
B0BQ3DKD35,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Home}."
B000WJLKQM,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Entertainment}, [Material] {Plastic}, [Usage Context] {Home}."
B0BGRKYYJH,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Sitting Support}, [Material] {Plastic}, [Usage Context] {Home}"
B07NNTND3S,"[Category] {Baby Accessories}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Home}"
B0C44G65XR,"[Category] {Toys}, [Age Group] {Infant}, [Purpose] {Entertainment}, [Material] {Plastic}, [Usage Context] {Home}"
B00OO9JYHS,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Learning to Walk}, [Material] {Plastic}, [Usage Context] {Home}"
B0868JJQN1,"[Category] {Home Decor}, [Age Group] {Toddler}, [Purpose] {Play Mat}, [Material] {Non-Slip Rubber}, [Usage Context] {Playroom}"
B00DDMILGM,"[Category] {Diapers}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Paper}, [Usage Context] {Home}."
B09MVH241X,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Soothing}, [Material] {Plastic}, [Usage Context] {Sleep Time}"
B017SR0IPY,"[Category] {Baby Accessories}, [Age Group] {Infant}, [Purpose] {Organizing}, [Material] {Plastic}, [Usage Context] {Home}"
B00AWLZFTS,"[Category] {Baby Feeding}, [Age Group] {Infant}, [Purpose] {Self-Feeding}, [Material] {Plastic}, [Usage Context] {Home}"
B0C54F9LPH,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Diapering}, [Material] {Cotton}, [Usage Context] {Home}"
B0065ADP4C,"[Category] {Safety}, [Age Group] {Infant}, [Purpose] {Barrier}, [Material] {Plastic}, [Usage Context] {Home}."
B0075M5HI6,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Changing Pad}, [Material] {Cotton}, [Usage Context] {Home}"
B0BZKD9P5C,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Drinking}, [Material] {Plastic}, [Usage Context] {Home}"
B0B6KFHBBB,"[Category] {Pet Care}, [Age Group] {Adult}, [Purpose] {Safety}, [Material] {Metal}, [Usage Context] {Home}."
B08437T9WX,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Natural Fiber}, [Usage Context] {Bath Time}"
B06Y2LKMSB,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Gel}, [Usage Context] {Nursing}."
B0B799916L,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Support}, [Material] {Cotton}, [Usage Context] {Feeding}."
B07TYMBW2Z,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Plastic}, [Usage Context] {Home}"
B006WSLMTC,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Decoration}, [Material] {Cardboard}, [Usage Context] {Party}."
B09M96GQK1,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}"
B0016DZXE8,"[Category] {Stuffed Toys}, [Age Group] {Infant}, [Purpose] {Comfort}, [Material] {Cotton}, [Usage Context] {Playtime}"
B00OPH8CFE,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Cotton}, [Usage Context] {Travel}."
B09WWG92ZQ,"[Category] {Baby Products}, [Age Group] {Infant}, [Purpose] {Feeding}, [Material] {Plastic}, [Usage Context] {Home}"
B0746FR8FC,"[Category] {Baby Care}, [Age Group] {Infant}, [Purpose] {Hygiene}, [Material] {Paper}, [Usage Context] {Home}"
B0C75PQQXN,"[Category] {Baby Feeding}, [Age Group] {Infant}, [Purpose] {Eating}, [Material] {Plastic}, [Usage Context] {Home}"
B01L3UIYZI,"[Category] {Baby Feeding}, [Age Group] {Infant}, [Purpose] {Drinking}, [Material] {Plastic}, [Usage Context] {Home}"
B07XXXM41D,"[Category] {Books}, [Age Group] {Toddler}, [Purpose] {Educational}, [Material] {Paper}, [Usage Context] {Home}"
B00TH39O1C,"[Category] {Baby Feeding}, [Age Group] {Infant}, [Purpose] {Eating Utensils}, [Material] {Plastic}, [Usage Context] {Home}."
B01LSKSZFM,"[Category] {Safety}, [Age Group] {Infant}, [Purpose] {Protection}, [Material] {Foam Rubber}, [Usage Context] {Home}"
B0B4XW9XFM,"[Category] {Baby Gear}, [Age Group] {Infant}, [Purpose] {Sleep Aid}, [Material] {Plastic}, [Usage Context] {Home}."
