asin,result
44868,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
40180,[Dish Type] {Cookies} [Cuisine] {American} [Primary Ingredient] {Cranberries} [Flavor Profile] {Sweet} [Meal Type] {Snack}
54675,[Dish Type] {Side Dish} [Cuisine] {Vegetarian} [Primary Ingredient] {Cauliflower} [Flavor Profile] {Savory} [Meal Type] {Lunch}
11998,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
19538,[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
25832,[Dish Type] {Cheesecake Bars} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Sweet} [Meal Type] {Snack}
54496,[Dish Type] {Pasta} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
15591,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
14169,[Dish Type] {Salad} [Cuisine] {American} [Primary Ingredient] {Beans} [Flavor Profile] {Savory} [Meal Type] {Lunch}
26780,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Ham} [Flavor Profile] {Savory} [Meal Type] {Lunch}
10687,[Dish Type] {Cookies} [Cuisine] {American} [Primary Ingredient] {Sugar} [Flavor Profile] {Sweet} [Meal Type] {Snack}
26819,[Dish Type] {Dip} [Cuisine] {American} [Primary Ingredient] {Spinach} [Flavor Profile] {Creamy} [Meal Type] {Appetizer}
25483,[Dish Type] {Kebab} [Cuisine] {Grill} [Primary Ingredient] {Pork} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
25037,[Dish Type] {Cookies} [Cuisine] {American} [Primary Ingredient] {Chocolate Chips} [Flavor Profile] {Sweet} [Meal Type] {Snack}
12997,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Potato} [Flavor Profile] {Savory} [Meal Type] {Dinner}
69792,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory} [Meal Type] {Dinner}
17690,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Buttery} [Meal Type] {Side Dish}
12733,[Dish Type] {Quiche} [Cuisine] {Western} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Lunch}
13914,[Dish Type] {Stew} [Cuisine] {Greek} [Primary Ingredient] {Feta Cheese} [Flavor Profile] {Herby} [Meal Type] {Lunch}
8654,[Dish Type] {Stir-Fry} [Cuisine] {Asian} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
13161,[Dish Type] {Soup} [Cuisine] {Thai} [Primary Ingredient] {Coconut Milk} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
152120,[Dish Type] {Cupcake} [Cuisine] {American} [Primary Ingredient] {Ginger} [Flavor Profile] {Spicy} [Meal Type] {Snack}
8626,[Dish Type] {Kebab} [Cuisine] {Grill} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
41729,[Dish Type] {Potato} [Cuisine] {American} [Primary Ingredient] {Potato} [Flavor Profile] {Buttery} [Meal Type] {Side Dish}
220884,[Dish Type] {Cupcakes} [Cuisine] {American} [Primary Ingredient] {Blackberries} [Flavor Profile] {Sweet} [Meal Type] {Snack}
214498,[Dish Type] {Pancakes} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
65896,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
90044,[Dish Type] {Pasta} [Cuisine] {Asian} [Primary Ingredient] {Noodles} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
52461,[Dish Type] {Stew} [Cuisine] {French} [Primary Ingredient] {Beef} [Flavor Profile] {Rich} [Meal Type] {Dinner}
24329,[Dish Type] {Rice} [Cuisine] {Mexican} [Primary Ingredient] {Rice} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
11798,[Dish Type] {Pasta} [Cuisine] {Seafood} [Primary Ingredient] {Shrimp} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
32150,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Turkey} [Flavor Profile] {Savory} [Meal Type] {Lunch}
44742,[Dish Type] {Pork Chop} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Sweet and Savory} [Meal Type] {Dinner}
213469,[Dish Type] {Cupcake} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Snack}
42264,[Dish Type] {Butter} [Cuisine] {American} [Primary Ingredient] {Butter} [Flavor Profile] {Buttery} [Meal Type] {Baking}
14985,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Beef} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
20935,[Dish Type] {Breakfast} [Cuisine] {American} [Primary Ingredient] {Fruit} [Flavor Profile] {Sweet} [Meal Type] {Brunch}
14704,[Dish Type] {Spring Rolls} [Cuisine] {Asian} [Primary Ingredient] {Vegetables} [Flavor Profile] {Savory} [Meal Type] {Appetizer}
25710,[Dish Type] {Fish} [Cuisine] {American} [Primary Ingredient] {Cod} [Flavor Profile] {Buttery} [Meal Type] {Dinner}
25445,[Dish Type] {Grilled Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
21475,[Dish Type] {Fritters} [Cuisine] {American} [Primary Ingredient] {Fish} [Flavor Profile] {Savory} [Meal Type] {Lunch}
90497,[Dish Type] {Meat and Gravy} [Cuisine] {American} [Primary Ingredient] {Beef} [Flavor Profile] {Rich and Creamy} [Meal Type] {Dinner}
17933,[Dish Type] {Bread Pudding} [Cuisine] {American} [Primary Ingredient] {Raspberry} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
11991,[Dish Type] {Pasta} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
47439,[Dish Type] {Curry} [Cuisine] {Indian} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
10549,[Dish Type] {Brownie} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
49014,[Dish Type] {Stir-Fry} [Cuisine] {Chinese} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet and Sour} [Meal Type] {Lunch}
16723,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
6788,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Wheat Flour} [Flavor Profile] {Neutral} [Meal Type] {Breakfast}
22390,[Dish Type] {Deviled Eggs} [Cuisine] {American} [Primary Ingredient] {Eggs} [Flavor Profile] {Spicy} [Meal Type] {Snack}
11587,[Dish Type] {Cookies} [Cuisine] {American} [Primary Ingredient] {Sugar} [Flavor Profile] {Sweet} [Meal Type] {Snack}
29991,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Tangy} [Meal Type] {Lunch}
230132,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
81298,[Dish Type] {Bars} [Cuisine] {American} [Primary Ingredient] {Oats} [Flavor Profile] {Sweet} [Meal Type] {Snack}
23920,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Zucchini} [Flavor Profile] {Savory} [Meal Type] {Dinner}
7245,[Dish Type] {Pizza} [Cuisine] {Italian} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
11887,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Parsley} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
13137,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Broccoli} [Flavor Profile] {Creamy} [Meal Type] {Lunch}
61024,[Dish Type] {Stir-Fry} [Cuisine] {Asian} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet and Sour} [Meal Type] {Dinner}
103535,[Dish Type] {Seafood} [Cuisine] {American} [Primary Ingredient] {Fish} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
215435,[Dish Type] {Calzone} [Cuisine] {Italian} [Primary Ingredient] {Pepperoni} [Flavor Profile] {Savory} [Meal Type] {Dinner}
216021,[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
14646,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Beef} [Flavor Profile] {Smokey} [Meal Type] {Lunch}
16694,[Dish Type] {Snack} [Cuisine] {American} [Primary Ingredient] {Pecans} [Flavor Profile] {Sweet} [Meal Type] {Appetizer}
21390,[Dish Type] {Pudding} [Cuisine] {American} [Primary Ingredient] {Corn} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
13660,[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Green Beans} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
16383,[Dish Type] {Crepe} [Cuisine] {French} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
11423,[Dish Type] {Cookies} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
70163,[Dish Type] {Fish} [Cuisine] {American} [Primary Ingredient] {Flounder} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
165190,[Dish Type] {Stew} [Cuisine] {Vegetarian} [Primary Ingredient] {Chickpeas} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
14725,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet and Tangy} [Meal Type] {Dinner}
50849,[Dish Type] {Potato Salad} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Savory} [Meal Type] {Side Dish}
109190,[Dish Type] {Iced Tea} [Cuisine] {American} [Primary Ingredient] {Lemon} [Flavor Profile] {Slightly Sweet} [Meal Type] {Snack}
74157,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Fried} [Meal Type] {Lunch}
77154,[Dish Type] {Taco} [Cuisine] {Mexican} [Primary Ingredient] {Beans} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
222582,[Dish Type] {Lasagna} [Cuisine] {Italian} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
18809,[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Bread} [Flavor Profile] {Savory} [Meal Type] {Dinner}
77178,[Dish Type] {Popcorn} [Cuisine] {American} [Primary Ingredient] {Corn} [Flavor Profile] {Sweet} [Meal Type] {Snack}
23439,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
50644,[Dish Type] {Fish} [Cuisine] {American} [Primary Ingredient] {Fish} [Flavor Profile] {Savory} [Meal Type] {Dinner}
102159,[Dish Type] {Ham} [Cuisine] {American} [Primary Ingredient] {Ham} [Flavor Profile] {Sweet} [Meal Type] {Dinner}
7065,[Dish Type] {Bread} [Cuisine] {Italian} [Primary Ingredient] {Rosemary} [Flavor Profile] {Herbaceous} [Meal Type] {Lunch}
8130,[Dish Type] {Cake} [Cuisine] {American} [Primary Ingredient] {Nuts} [Flavor Profile] {Sweet} [Meal Type] {Snack}
54202,[Dish Type] {Grilled Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Citrus} [Meal Type] {Lunch}
42911,[Dish Type] {Stew} [Cuisine] {Vegetarian} [Primary Ingredient] {Beans} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
25967,[Dish Type] {Cake} [Cuisine] {American} [Primary Ingredient] {Blueberries} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
14693,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory} [Meal Type] {Dinner}
14814,[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Spinach} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
39455,[Dish Type] {Steak} [Cuisine] {American} [Primary Ingredient] {Beef} [Flavor Profile] {Grilled} [Meal Type] {Dinner}
8686,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory} [Meal Type] {Dinner}
8669,[Dish Type] {Chicken} [Cuisine] {French} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory} [Meal Type] {Dinner}
14316,[Dish Type] {Salad} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
11727,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Spinach} [Flavor Profile] {Savory} [Meal Type] {Dinner}
19591,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Tomatoes} [Flavor Profile] {Savory} [Meal Type] {Dinner}
17848,[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
127491,[Dish Type] {Dessert} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
23040,[Dish Type] {Egg Nog} [Cuisine] {American} [Primary Ingredient] {Eggs} [Flavor Profile] {Sweet} [Meal Type] {Drink}
15427,[Dish Type] {Roast Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
22724,[Dish Type] {Fudge} [Cuisine] {American} [Primary Ingredient] {Butter} [Flavor Profile] {Sweet} [Meal Type] {Snack}
86687,[Dish Type] {Vegetable Side} [Cuisine] {American} [Primary Ingredient] {Broccoli} [Flavor Profile] {Fresh} [Meal Type] {Lunch}
31833,[Dish Type] {Jambalaya} [Cuisine] {Creole} [Primary Ingredient] {Rice} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
16330,[Dish Type] {Stuffed Peppers} [Cuisine] {American} [Primary Ingredient] {Green Peppers} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
140319,[Dish Type] {Couscous} [Cuisine] {Middle Eastern} [Primary Ingredient] {Couscous} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
77489,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Herbaceous} [Meal Type] {Lunch}
148970,[Dish Type] {Stir-fry} [Cuisine] {Asian} [Primary Ingredient] {Brussels Sprouts} [Flavor Profile] {Savory} [Meal Type] {Lunch}
16913,[Dish Type] {Ribs} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Sweet and Spicy} [Meal Type] {Dinner}
85504,[Dish Type] {Seasoning Mix} [Cuisine] {American} [Primary Ingredient] {Herbs} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
11316,[Dish Type] {Cookies} [Cuisine] {American} [Primary Ingredient] {Sugar} [Flavor Profile] {Sweet} [Meal Type] {Snack}
23600,[Dish Type] {Lasagna} [Cuisine] {Italian} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
25657,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
17546,[Dish Type] {Pork Chop} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Savory} [Meal Type] {Dinner}
78299,[Dish Type] {Chili} [Cuisine] {American} [Primary Ingredient] {Beans} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
22919,[Dish Type] {Chili} [Cuisine] {American} [Primary Ingredient] {Beans} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
12412,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Cherry} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
78189,[Dish Type] {Pork Chops} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
12942,[Dish Type] {Soup} [Cuisine] {Italian} [Primary Ingredient] {Spinach} [Flavor Profile] {Savory} [Meal Type] {Lunch}
36925,[Dish Type] {Steak} [Cuisine] {American} [Primary Ingredient] {Butter} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
11922,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Tomatoes} [Flavor Profile] {Savory} [Meal Type] {Lunch}
70112,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Blueberries} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
