asin,result
19422,[Dish Type] {Macaroni} [Cuisine] {American} [Primary Ingredient] {Macaroni} [Flavor Profile] {Creamy} [Meal Type] {Main Course}
10118,[Dish Type] {Cake} [Cuisine] {American} [Primary Ingredient] {Sugar} [Flavor Profile] {Sweet} [Meal Type] {Snack}
111924,"[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Apple} [Flavor Profile] {Sweet, Cinnamon} [Meal Type] {Breakfast}"
45784,[Dish Type] {Rice} [Cuisine] {Mediterranean} [Primary Ingredient] {Mushrooms} [Flavor Profile] {Umami} [Meal Type] {Main Course}
46908,"[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Sour, Spicy} [Meal Type] {Lunch}"
14759,[Dish Type] {Dumplings} [Cuisine] {Chinese} [Primary Ingredient] {Fish} [Flavor Profile] {Savory} [Meal Type] {Appetizer}
214079,"[Dish Type] {Roasted Carrots} [Cuisine] {American} [Primary Ingredient] {Carrots} [Flavor Profile] {Sweet, Spicy} [Meal Type] {Side Dish}"
15360,"[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Savory} [Meal Type] {Main Course}"
27072,"[Dish Type] {Rice} [Cuisine] {Mexican} [Primary Ingredient] {Rice} [Flavor Profile] {Spicy, Sweet, Tangy} [Meal Type] {Appetizer}"
44868,"[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy, Savory} [Meal Type] {Main Course}"
40180,"[Dish Type] {Cookies} [Cuisine] {American} [Primary Ingredient] {Cranberries} [Flavor Profile] {Sweet, Tangy} [Meal Type] {Snack}"
54675,"[Dish Type] {Roasted Cauliflower} [Cuisine] {American} [Primary Ingredient] {Cauliflower} [Flavor Profile] {Sweet, Earthy} [Meal Type] {Side Dish}"
11998,"[Dish Type] {Pasta} [Cuisine] {Greek} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Tangy} [Meal Type] {Lunch}"
19538,"[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Ham} [Flavor Profile] {Sweet, Savory} [Meal Type] {Breakfast, Dinner}"
25832,[Dish Type] {Barbecue} [Cuisine] {American} [Primary Ingredient] {Sausage} [Flavor Profile] {Savory} [Meal Type] {Appetizer}
54496,"[Dish Type] {Mac and Cheese} [Cuisine] {American} [Primary Ingredient] {Macaroni} [Flavor Profile] {Creamy, Savory, Spicy} [Meal Type] {Dinner}"
15591,[Dish Type] {Barbecue} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
14169,"[Dish Type] {Sauerkraut} [Cuisine] {German} [Primary Ingredient] {Sauerkraut} [Flavor Profile] {Sour, Sweet} [Meal Type] {Appetizer}"
26780,"[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Ham} [Flavor Profile] {Sweet, Savory} [Meal Type] {Lunch}"
10687,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Sugar} [Flavor Profile] {Sweet} [Meal Type] {Snack}
26819,"[Dish Type] {Dip} [Cuisine] {American} [Primary Ingredient] {Artichoke} [Flavor Profile] {Creamy, Savory} [Meal Type] {Appetizer}"
25483,"[Dish Type] {Grilled Kabobs} [Cuisine] {Mediterranean} [Primary Ingredient] {Meat} [Flavor Profile] {Sweet, Tangy, Spicy} [Meal Type] {Appetizer}"
25037,[Dish Type] {Cookies} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
12997,"[Dish Type] {Potato Casserole} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Creamy, Spicy} [Meal Type] {Main Course}"
69792,"[Dish Type] {Fried Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Crispy, Savory} [Meal Type] {Main Course}"
17690,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Snack}
12733,"[Dish Type] {Quiche} [Cuisine] {American} [Primary Ingredient] {Crab} [Flavor Profile] {Sweet, Savory} [Meal Type] {Lunch}"
13914,"[Dish Type] {Stew} [Cuisine] {Greek} [Primary Ingredient] {Potatoes} [Flavor Profile] {Sweet, Spicy} [Meal Type] {Lunch}"
8654,"[Dish Type] {Stir-Fry} [Cuisine] {Asian} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Sour, Spicy} [Meal Type] {Lunch}"
13161,"[Dish Type] {Soup} [Cuisine] {Thai} [Primary Ingredient] {Tomato} [Flavor Profile] {Creamy, Tangy} [Meal Type] {Dinner}"
152120,[Dish Type] {Cupcake} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
8626,"[Dish Type] {Grilled Skewers} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Savory, Spicy} [Meal Type] {Appetizer}"
41729,"[Dish Type] {Roasted Potatoes} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Sweet, Earthy} [Meal Type] {Main Course}"
220884,[Dish Type] {Cupcake} [Cuisine] {American} [Primary Ingredient] {Blackberry} [Flavor Profile] {Sweet} [Meal Type] {Snack}
214498,[Dish Type] {Pancakes} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
65896,"[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Spicy} [Meal Type] {Lunch}"
90044,"[Dish Type] {Noodles} [Cuisine] {Chinese} [Primary Ingredient] {Noodles} [Flavor Profile] {Spicy, Slightly Sweet} [Meal Type] {Appetizer}"
52461,"[Dish Type] {Stew} [Cuisine] {American} [Primary Ingredient] {Beef} [Flavor Profile] {Rich, Sweet} [Meal Type] {Dinner}"
24329,"[Dish Type] {Rice} [Cuisine] {Mexican} [Primary Ingredient] {Rice} [Flavor Profile] {Spicy, Sweet, Tangy} [Meal Type] {Main Course}"
11798,"[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Shrimp} [Flavor Profile] {Sweet, Savory} [Meal Type] {Dinner}"
32150,"[Dish Type] {Club Sandwich} [Cuisine] {American} [Primary Ingredient] {Bread} [Flavor Profile] {Savory, Sweet} [Meal Type] {Lunch}"
44742,"[Dish Type] {Pork Chop} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Sweet, Savory} [Meal Type] {Main Course}"
213469,[Dish Type] {Cupcake} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
42264,[Dish Type] {Ice Cream} [Cuisine] {American} [Primary Ingredient] {Butter} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
14985,"[Dish Type] {Chili} [Cuisine] {American} [Primary Ingredient] {Ground Beef} [Flavor Profile] {Spicy, Sweet, Savory} [Meal Type] {Dinner}"
20935,[Dish Type] {Breakfast} [Cuisine] {American} [Primary Ingredient] {Bread} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
14704,"[Dish Type] {Spring Rolls} [Cuisine] {Chinese} [Primary Ingredient] {Vegetables} [Flavor Profile] {Sweet, Spicy, Savory} [Meal Type] {Appetizer}"
25710,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy} [Meal Type] {Main Course}
25445,"[Dish Type] {Grilled Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Tangy, Savory} [Meal Type] {Lunch}"
21475,"[Dish Type] {Fishcakes} [Cuisine] {American} [Primary Ingredient] {Fish} [Flavor Profile] {Savory, Sweet} [Meal Type] {Appetizer}"
90497,"[Dish Type] {Stew} [Cuisine] {American} [Primary Ingredient] {Meat} [Flavor Profile] {Rich, Savory} [Meal Type] {Lunch}"
17933,"[Dish Type] {Crumble} [Cuisine] {American} [Primary Ingredient] {Raspberries} [Flavor Profile] {Sweet, Tangy} [Meal Type] {Dessert}"
11991,"[Dish Type] {Chicken Noodle Casserole} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy, Savory} [Meal Type] {Main Course}"
47439,"[Dish Type] {Curry} [Cuisine] {Indian} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy, Spicy} [Meal Type] {Main Course}"
10549,"[Dish Type] {Brownies} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Rich, Sweet} [Meal Type] {Dessert}"
49014,"[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Sour, Spicy} [Meal Type] {Main Course}"
16723,[Dish Type] {Pasta} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy} [Meal Type] {Main Course}
6788,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
22390,"[Dish Type] {Deviled Eggs} [Cuisine] {American} [Primary Ingredient] {Eggs} [Flavor Profile] {Savory, Spicy} [Meal Type] {Appetizer}"
11587,[Dish Type] {Cookies} [Cuisine] {American} [Primary Ingredient] {Sugar} [Flavor Profile] {Sweet} [Meal Type] {Snack}
29991,"[Dish Type] {Salad} [Cuisine] {American} [Primary Ingredient] {Tuna} [Flavor Profile] {Salty, Tangy} [Meal Type] {Lunch}"
230132,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet} [Meal Type] {Dinner}
81298,"[Dish Type] {Granola Bars} [Cuisine] {American} [Primary Ingredient] {Oats} [Flavor Profile] {Sweet, Nutty} [Meal Type] {Snack}"
23920,"[Dish Type] {Pasta} [Cuisine] {American} [Primary Ingredient] {Zucchini} [Flavor Profile] {Sweet, Tangy} [Meal Type] {Lunch}"
7245,"[Dish Type] {Pizza} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy, Sweet} [Meal Type] {Lunch}"
11887,[Dish Type] {Spaghetti} [Cuisine] {Italian} [Primary Ingredient] {Pasta} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
13137,"[Dish Type] {Creamy Soup} [Cuisine] {American} [Primary Ingredient] {Broccoli} [Flavor Profile] {Creamy, Spicy} [Meal Type] {Dinner}"
61024,"[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Sour, Spicy} [Meal Type] {Main Course}"
103535,"[Dish Type] {Fish} [Cuisine] {American} [Primary Ingredient] {Fish} [Flavor Profile] {Sweet, Savory} [Meal Type] {Lunch}"
215435,"[Dish Type] {Pizza} [Cuisine] {American} [Primary Ingredient] {Pepperoni} [Flavor Profile] {Savory, Spicy} [Meal Type] {Appetizer}"
216021,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Oats} [Flavor Profile] {Sweet} [Meal Type] {Snack}
14646,[Dish Type] {Burger} [Cuisine] {American} [Primary Ingredient] {Pulled Pork} [Flavor Profile] {Sweet and Savory} [Meal Type] {Lunch}
16694,"[Dish Type] {Candied Pecans} [Cuisine] {American} [Primary Ingredient] {Pecans} [Flavor Profile] {Sweet, Spicy} [Meal Type] {Snack}"
21390,[Dish Type] {Pudding} [Cuisine] {American} [Primary Ingredient] {Butter} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
13660,"[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Green Beans} [Flavor Profile] {Creamy, Sweet, Spicy} [Meal Type] {Main Course}"
16383,[Dish Type] {Crepe} [Cuisine] {French} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
11423,[Dish Type] {Cookies} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
70163,"[Dish Type] {Fish} [Cuisine] {American} [Primary Ingredient] {Fish} [Flavor Profile] {Savory, Sweet} [Meal Type] {Lunch}"
165190,"[Dish Type] {Curry} [Cuisine] {Indian} [Primary Ingredient] {Chickpeas} [Flavor Profile] {Spicy, Sweet, Earthy} [Meal Type] {Lunch}"
14725,"[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Sour, Tangy} [Meal Type] {Main Course}"
50849,"[Dish Type] {Stew} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Sweet, Earthy} [Meal Type] {Main Course}"
109190,"[Dish Type] {Tea} [Cuisine] {American} [Primary Ingredient] {Lemon} [Flavor Profile] {Sweet, Citrus} [Meal Type] {Drink}"
74157,"[Dish Type] {Fried Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy, Savory} [Meal Type] {Main Course}"
77154,"[Dish Type] {Taco} [Cuisine] {Mexican} [Primary Ingredient] {Beans} [Flavor Profile] {Savory, Sweet} [Meal Type] {Appetizer}"
222582,[Dish Type] {Lasagna} [Cuisine] {Italian} [Primary Ingredient] {Spaghetti} [Flavor Profile] {Rich} [Meal Type] {Main Course}
18809,"[Dish Type] {Baked Casserole} [Cuisine] {American} [Primary Ingredient] {Bacon} [Flavor Profile] {Savory, Sweet} [Meal Type] {Main Course}"
77178,"[Dish Type] {Caramel Popcorn} [Cuisine] {American} [Primary Ingredient] {Popcorn} [Flavor Profile] {Sweet, Caramelized} [Meal Type] {Snack}"
23439,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Butter} [Flavor Profile] {Sweet} [Meal Type] {Dinner}
50644,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy} [Meal Type] {Main Course}
102159,"[Dish Type] {Ham} [Cuisine] {American} [Primary Ingredient] {Ham} [Flavor Profile] {Sweet, Glazed} [Meal Type] {Appetizer}"
7065,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Raisins} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
8130,[Dish Type] {Cake} [Cuisine] {American} [Primary Ingredient] {Bread} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
54202,"[Dish Type] {Grilled Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory, Citrusy} [Meal Type] {Main Course}"
42911,"[Dish Type] {Stuffed Vegetable} [Cuisine] {Italian} [Primary Ingredient] {Beans} [Flavor Profile] {Sweet, Tangy} [Meal Type] {Main Course}"
25967,[Dish Type] {Cake} [Cuisine] {American} [Primary Ingredient] {Blueberry} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
14693,"[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet, Spicy} [Meal Type] {Main Course}"
14814,[Dish Type] {Dumpling} [Cuisine] {Chinese} [Primary Ingredient] {Pork} [Flavor Profile] {Savory} [Meal Type] {Lunch}
39455,"[Dish Type] {Grilled Fish} [Cuisine] {Seafood} [Primary Ingredient] {Salmon} [Flavor Profile] {Savory, Umami} [Meal Type] {Appetizer}"
8686,"[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory, Crispy} [Meal Type] {Main Course}"
8669,"[Dish Type] {Chicken} [Cuisine] {French} [Primary Ingredient] {Chicken Breast} [Flavor Profile] {Creamy, Savory} [Meal Type] {Main Course}"
14316,"[Dish Type] {Salad} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Grilled, Sweet, Tangy} [Meal Type] {Lunch}"
11727,[Dish Type] {Pasta} [Cuisine] {American} [Primary Ingredient] {Spinach} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
19591,"[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Tomato} [Flavor Profile] {Sweet, Savory} [Meal Type] {Lunch}"
17848,[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
127491,[Dish Type] {Chocolate Truffle} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
23040,[Dish Type] {Hot Chocolate} [Cuisine] {American} [Primary Ingredient] {Eggs} [Flavor Profile] {Sweet} [Meal Type] {Dinner}
15427,"[Dish Type] {Roast Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory, Herby} [Meal Type] {Main Course}"
22724,[Dish Type] {Fudge} [Cuisine] {American} [Primary Ingredient] {Brown Sugar} [Flavor Profile] {Sweet} [Meal Type] {Snack}
86687,"[Dish Type] {Broccoli} [Cuisine] {American} [Primary Ingredient] {Broccoli} [Flavor Profile] {Savory, Sweet} [Meal Type] {Side Dish}"
31833,[Dish Type] {Rice} [Cuisine] {American} [Primary Ingredient] {Beans} [Flavor Profile] {Spicy} [Meal Type] {Side Dish}
16330,"[Dish Type] {Stuffed Peppers} [Cuisine] {American} [Primary Ingredient] {Green Peppers} [Flavor Profile] {Sweet, Spicy, Savory} [Meal Type] {Main Course}"
140319,"[Dish Type] {Rice} [Cuisine] {Indian} [Primary Ingredient] {Rice} [Flavor Profile] {Spicy, Sweet, Savory} [Meal Type] {Main Course}"
77489,"[Dish Type] {Roasted Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory, Herbaceous} [Meal Type] {Main Course}"
148970,"[Dish Type] {Sausage and Brussels Sprouts} [Cuisine] {American} [Primary Ingredient] {Sausage} [Flavor Profile] {Savory, Sweet} [Meal Type] {Main Course}"
