16607,[Dish Type] {Brownie} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
19541,[Dish Type] {Roasted Vegetables} [Cuisine] {American} [Primary Ingredient] {Sweet Potato} [Flavor Profile] {Sweet and Earthy} [Meal Type] {Side Dish}
asin,result
26472,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Noodles} [Flavor Profile] {Hearty} [Meal Type] {Lunch}
asin,result
11814,[Dish Type] {Pasta} [Cuisine] {Asian Fusion} [Primary Ingredient] {Shrimp} [Flavor Profile] {Savory-Spicy} [Meal Type] {Dinner}
asin,result
8509,[Dish Type] {Fried Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Crunchy} [Meal Type] {Main Course}
asin,result
11966,[Dish Type] {Sauce} [Cuisine] {Italian} [Primary Ingredient] {Tomato} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
16845,[Dish Type] {Taco Bowl} [Cuisine] {Mexican} [Primary Ingredient] {Ground Beef} [Flavor Profile] {Spicy-Savory} [Meal Type] {Main Course}
asin,result
83727,[Dish Type] {Salad} [Cuisine] {Eastern European} [Primary Ingredient] {Red Cabbage} [Flavor Profile] {Tangy} [Meal Type] {Side Dish}
asin,result
26284,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Chicken} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
asin,result
25197,[Dish Type] {Meatballs} [Cuisine] {Asian} [Primary Ingredient] {Pork} [Flavor Profile] {Sweet and Savory} [Meal Type] {Main Course}
asin,result
24059,[Dish Type] {Dessert} [Cuisine] {Middle Eastern} [Primary Ingredient] {Rice} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
18448,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Wild Rice} [Flavor Profile] {Hearty} [Meal Type] {Lunch}
asin,result
7184,[Dish Type] {Batter} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Neutral} [Meal Type] {Breakfast}
asin,result
25198,[Dish Type] {Meatloaf} [Cuisine] {American} [Primary Ingredient] {Ground Meat} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
15184,[Dish Type] {Stuffed Mushrooms} [Cuisine] {American} [Primary Ingredient] {Mushrooms} [Flavor Profile] {Savory} [Meal Type] {Appetizer}
asin,result
17136,[Dish Type] {Meatloaf} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Sweet and Savory} [Meal Type] {Main Course}
asin,result
21491,[Dish Type] {Pasta Salad} [Cuisine] {American} [Primary Ingredient] {Shrimp} [Flavor Profile] {Creamy} [Meal Type] {Lunch}
asin,result
15155,[Dish Type] {Dip} [Cuisine] {Mexican} [Primary Ingredient] {Tomato} [Flavor Profile] {Spicy} [Meal Type] {Snack}
asin,result
16868,[Dish Type] {Pizza} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Creamy} [Meal Type] {Snack}
asin,result
59671,[Dish Type] {Vegetable Side} [Cuisine] {American} [Primary Ingredient] {Asparagus} [Flavor Profile] {Herbaceous} [Meal Type] {Appetizer}
asin,result
19422,[Dish Type] {Macaroni} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
10118,[Dish Type] {Layered Cake} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
111924,[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Apple} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
45784,[Dish Type] {Rice Dish} [Cuisine] {American} [Primary Ingredient] {Mushrooms} [Flavor Profile] {Earthy} [Meal Type] {Main Course}
asin,result
46908,[Dish Type] {Chicken} [Cuisine] {Asian} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet-Savory} [Meal Type] {Main Course}
asin,result
14759,[Dish Type] {Dumpling} [Cuisine] {Chinese} [Primary Ingredient] {Pork} [Flavor Profile] {Savory} [Meal Type] {Lunch}
asin,result
214079,[Dish Type] {Roasted Vegetable} [Cuisine] {Vegetarian} [Primary Ingredient] {Carrot} [Flavor Profile] {Sweet and Earthy} [Meal Type] {Side Dish}
asin,result
15360,[Dish Type] {Chicken Breast} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory} [Meal Type] {Main Course}
asin,result
27072,[Dish Type] {Rice Dish} [Cuisine] {Mexican} [Primary Ingredient] {Rice} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
44868,[Dish Type] {Chicken Breast} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Herbaceous} [Meal Type] {Main Course}
asin,result
40180,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Cranberry} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
54675,"[Dish Type] {Roasted Vegetable} [Cuisine] {Mediterranean} [Primary Ingredient] {Cauliflower} [Flavor Profile] {Earthy, Slightly Charred} [Meal Type] {Side Dish}"
asin,result
11998,[Dish Type] {Pasta} [Cuisine] {Mediterranean} [Primary Ingredient] {Feta Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
19538,[Dish Type] {Bake} [Cuisine] {American} [Primary Ingredient] {Ham} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
25832,[Dish Type] {Dessert} [Cuisine] {American} [Primary Ingredient] {Cream Cheese} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
54496,[Dish Type] {Macaroni and Cheese} [Cuisine] {American} [Primary Ingredient] {Macaroni} [Flavor Profile] {Cheesy and Crispy} [Meal Type] {Dinner}
asin,result
15591,[Dish Type] {Dessert} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
14169,[Dish Type] {Salad} [Cuisine] {Mexican} [Primary Ingredient] {Beans} [Flavor Profile] {Fresh} [Meal Type] {Lunch}
asin,result
26780,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Ham} [Flavor Profile] {Savory} [Meal Type] {Lunch}
asin,result
10687,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Sugar} [Flavor Profile] {Spiced} [Meal Type] {Snack}
asin,result
26819,[Dish Type] {Dip} [Cuisine] {American} [Primary Ingredient] {Cheese} [Flavor Profile] {Creamy} [Meal Type] {Snack}
asin,result
25483,[Dish Type] {Skewers} [Cuisine] {Grill} [Primary Ingredient] {Pineapple} [Flavor Profile] {Sweet-Savory} [Meal Type] {Appetizer}
asin,result
25037,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
12997,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Bacon} [Flavor Profile] {Creamy} [Meal Type] {Breakfast}
asin,result
69792,[Dish Type] {Main Course} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
17690,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Mild} [Meal Type] {Breakfast}
asin,result
12733,[Dish Type] {Quiche} [Cuisine] {French} [Primary Ingredient] {Cheese} [Flavor Profile] {Creamy} [Meal Type] {Breakfast}
asin,result
13914,[Dish Type] {Stew} [Cuisine] {Mediterranean} [Primary Ingredient] {Feta Cheese} [Flavor Profile] {Herbaceous} [Meal Type] {Main Course}
asin,result
8654,[Dish Type] {Stir-Fry} [Cuisine] {Asian} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory-Sweet} [Meal Type] {Main Course}
asin,result
13161,[Dish Type] {Soup} [Cuisine] {Thai} [Primary Ingredient] {Herbs} [Flavor Profile] {Fresh} [Meal Type] {Lunch}
asin,result
152120,[Dish Type] {Cupcake} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Spiced} [Meal Type] {Snack}
asin,result
8626,[Dish Type] {Skewers} [Cuisine] {Grill} [Primary Ingredient] {Chicken} [Flavor Profile] {Smoky} [Meal Type] {Main Course}
asin,result
41729,[Dish Type] {Roasted Potatoes} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Earthly} [Meal Type] {Side Dish}
asin,result
220884,[Dish Type] {Cupcake} [Cuisine] {American} [Primary Ingredient] {Blackberry} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
214498,[Dish Type] {Pancakes} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
65896,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy-Sweet} [Meal Type] {Lunch}
asin,result
90044,[Dish Type] {Noodle} [Cuisine] {Chinese} [Primary Ingredient] {Noodles} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
asin,result
52461,[Dish Type] {Stew} [Cuisine] {African} [Primary Ingredient] {Beef} [Flavor Profile] {Rich} [Meal Type] {Main Course}
asin,result
24329,[Dish Type] {Rice Dish} [Cuisine] {Indian} [Primary Ingredient] {Rice} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
11798,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Shrimp} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
32150,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Turkey} [Flavor Profile] {Savory} [Meal Type] {Lunch}
asin,result
44742,[Dish Type] {Meat} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Sweet & Savory} [Meal Type] {Dinner}
asin,result
213469,[Dish Type] {Cupcake} [Cuisine] {American} [Primary Ingredient] {Buttercream} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
42264,[Dish Type] {Dessert} [Cuisine] {American} [Primary Ingredient] {Butter} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
14985,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Ground Meat} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
asin,result
20935,[Dish Type] {Bread Pudding} [Cuisine] {American} [Primary Ingredient] {Bread} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
14704,[Dish Type] {Appetizer} [Cuisine] {Asian} [Primary Ingredient] {Vegetables} [Flavor Profile] {Savory-Spicy} [Meal Type] {Snack}
asin,result
25710,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken Breast} [Flavor Profile] {Herbaceous} [Meal Type] {Main Course}
asin,result
25445,[Dish Type] {Grilled Chicken Plate} [Cuisine] {Latin American} [Primary Ingredient] {Chicken Breast} [Flavor Profile] {Citrusy and Spicy} [Meal Type] {Main Course}
asin,result
21475,[Dish Type] {Crispy Patties} [Cuisine] {American} [Primary Ingredient] {Fish} [Flavor Profile] {Spicy} [Meal Type] {Appetizer}
asin,result
90497,[Dish Type] {Comfort Food} [Cuisine] {American} [Primary Ingredient] {Mashed Potatoes} [Flavor Profile] {Rich} [Meal Type] {Dinner}
asin,result
17933,[Dish Type] {Baked Dessert} [Cuisine] {American} [Primary Ingredient] {Berry} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
11991,[Dish Type] {Stew} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
47439,[Dish Type] {Curry} [Cuisine] {Indian} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
10549,[Dish Type] {Brownie} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Rich} [Meal Type] {Dessert}
asin,result
49014,[Dish Type] {Chicken Stir-Fry} [Cuisine] {Asian} [Primary Ingredient] {Chicken} [Flavor Profile] {Sweet and Savory} [Meal Type] {Main Course}
asin,result
16723,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Chicken} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
6788,[Dish Type] {Bread} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Mild} [Meal Type] {Breakfast}
asin,result
22390,[Dish Type] {Deviled Egg} [Cuisine] {American} [Primary Ingredient] {Egg} [Flavor Profile] {Spicy} [Meal Type] {Appetizer}
asin,result
11587,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Sugar} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
29991,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Tofu} [Flavor Profile] {Creamy} [Meal Type] {Lunch}
asin,result
230132,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
81298,[Dish Type] {Baked Good} [Cuisine] {American} [Primary Ingredient] {Oats} [Flavor Profile] {Nutty} [Meal Type] {Snack}
asin,result
23920,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Zucchini} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
7245,[Dish Type] {Pizza} [Cuisine] {Indian} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Dinner}
asin,result
11887,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Pesto} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
asin,result
13137,[Dish Type] {Soup} [Cuisine] {American} [Primary Ingredient] {Broccoli} [Flavor Profile] {Creamy} [Meal Type] {Lunch}
asin,result
61024,[Dish Type] {Stir-Fry} [Cuisine] {Chinese} [Primary Ingredient] {Chicken} [Flavor Profile] {Savory-Sweet} [Meal Type] {Main Course}
asin,result
103535,[Dish Type] {Meatball} [Cuisine] {Latin American} [Primary Ingredient] {Ground Meat} [Flavor Profile] {Spicy-Sweet} [Meal Type] {Main Course}
asin,result
215435,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Hot Dog} [Flavor Profile] {Savory} [Meal Type] {Lunch}
asin,result
216021,[Dish Type] {Cupcake} [Cuisine] {American} [Primary Ingredient] {Oat} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
14646,[Dish Type] {Sandwich} [Cuisine] {American} [Primary Ingredient] {Pulled Pork} [Flavor Profile] {Savory-Sweet} [Meal Type] {Lunch}
asin,result
16694,[Dish Type] {Snack} [Cuisine] {American} [Primary Ingredient] {Pecans} [Flavor Profile] {Sweet} [Meal Type] {Afternoon}
asin,result
21390,[Dish Type] {Sauce} [Cuisine] {American} [Primary Ingredient] {Butter} [Flavor Profile] {Creamy} [Meal Type] {Breakfast}
asin,result
13660,[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Onion} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
16383,[Dish Type] {Crepes} [Cuisine] {French} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
11423,[Dish Type] {Cookie} [Cuisine] {American} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
70163,[Dish Type] {Fish Fillet} [Cuisine] {American} [Primary Ingredient] {White Fish} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
asin,result
165190,[Dish Type] {Stew} [Cuisine] {Indian} [Primary Ingredient] {Chickpeas} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
14725,[Dish Type] {Meatloaf} [Cuisine] {American} [Primary Ingredient] {Ground Meat} [Flavor Profile] {Sweet and Tangy} [Meal Type] {Main Course}
asin,result
50849,[Dish Type] {Stew} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Earthy} [Meal Type] {Lunch}
asin,result
109190,[Dish Type] {Cocktail} [Cuisine] {American} [Primary Ingredient] {Lemon} [Flavor Profile] {Citrusy} [Meal Type] {Afternoon}
asin,result
74157,[Dish Type] {Fried Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Crunchy} [Meal Type] {Main Course}
asin,result
77154,[Dish Type] {Burrito} [Cuisine] {Mexican} [Primary Ingredient] {Beans} [Flavor Profile] {Spicy-Savory} [Meal Type] {Lunch}
asin,result
222582,[Dish Type] {Lasagna} [Cuisine] {Italian} [Primary Ingredient] {Cheese} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
18809,[Dish Type] {Baked Casserole} [Cuisine] {American} [Primary Ingredient] {Potatoes} [Flavor Profile] {Rich} [Meal Type] {Breakfast}
asin,result
77178,[Dish Type] {Snack} [Cuisine] {American} [Primary Ingredient] {Popcorn} [Flavor Profile] {Sweet} [Meal Type] {Evening}
asin,result
23439,[Dish Type] {Pie} [Cuisine] {American} [Primary Ingredient] {Pumpkin} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
50644,[Dish Type] {Chicken Breast} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Herbaceous} [Meal Type] {Main Course}
asin,result
102159,[Dish Type] {Ham} [Cuisine] {American} [Primary Ingredient] {Pork} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
7065,[Dish Type] {Bread} [Cuisine] {Bakery} [Primary Ingredient] {Flour} [Flavor Profile] {Herbaceous} [Meal Type] {Breakfast}
asin,result
8130,[Dish Type] {Cake} [Cuisine] {American} [Primary Ingredient] {Nuts} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
54202,[Dish Type] {Grilled Chicken} [Cuisine] {Mediterranean} [Primary Ingredient] {Chicken} [Flavor Profile] {Citrusy} [Meal Type] {Main Course}
asin,result
42911,[Dish Type] {Stew} [Cuisine] {Mediterranean} [Primary Ingredient] {White Beans} [Flavor Profile] {Tomato-Based} [Meal Type] {Main Course}
asin,result
25967,[Dish Type] {Cake} [Cuisine] {American} [Primary Ingredient] {Blueberry} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
14693,[Dish Type] {Chicken} [Cuisine] {American} [Primary Ingredient] {Chicken Breast} [Flavor Profile] {Sweet & Savory} [Meal Type] {Main Course}
asin,result
14814,[Dish Type] {Casserole} [Cuisine] {American} [Primary Ingredient] {Spinach} [Flavor Profile] {Creamy} [Meal Type] {Main Course}
asin,result
39455,[Dish Type] {Grilled Fish} [Cuisine] {American} [Primary Ingredient] {Salmon} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
asin,result
8686,[Dish Type] {Fish} [Cuisine] {American} [Primary Ingredient] {Breaded Fish} [Flavor Profile] {Savory} [Meal Type] {Main Course}
asin,result
8669,[Dish Type] {Chicken Breast} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Rich} [Meal Type] {Main Course}
asin,result
14316,[Dish Type] {Salad} [Cuisine] {American} [Primary Ingredient] {Chicken} [Flavor Profile] {Spicy} [Meal Type] {Lunch}
asin,result
11727,[Dish Type] {Pasta} [Cuisine] {Italian} [Primary Ingredient] {Spinach} [Flavor Profile] {Creamy} [Meal Type] {Dinner}
asin,result
19591,[Dish Type] {Pasta} [Cuisine] {Mediterranean} [Primary Ingredient] {Tomato} [Flavor Profile] {Herbaceous} [Meal Type] {Dinner}
asin,result
17848,[Dish Type] {Muffin} [Cuisine] {American} [Primary Ingredient] {Flour} [Flavor Profile] {Sweet} [Meal Type] {Breakfast}
asin,result
127491,[Dish Type] {Chocolate Truffle} [Cuisine] {Dessert} [Primary Ingredient] {Chocolate} [Flavor Profile] {Sweet} [Meal Type] {Snack}
asin,result
23040,[Dish Type] {Drink} [Cuisine] {Irish} [Primary Ingredient] {Irish Whiskey} [Flavor Profile] {Warm} [Meal Type] {Evening}
asin,result
15427,[Dish Type] {Roast Chicken} [Cuisine] {Western} [Primary Ingredient] {Chicken} [Flavor Profile] {Herbaceous} [Meal Type] {Main Course}
asin,result
22724,[Dish Type] {Fudge} [Cuisine] {American} [Primary Ingredient] {Sugar} [Flavor Profile] {Sweet} [Meal Type] {Dessert}
asin,result
86687,[Dish Type] {Vegetable Stir-Fry} [Cuisine] {Asian} [Primary Ingredient] {Broccoli} [Flavor Profile] {Savory-Sweet} [Meal Type] {Lunch}
asin,result
31833,[Dish Type] {Rice Dish} [Cuisine] {Creole} [Primary Ingredient] {Rice} [Flavor Profile] {Spicy} [Meal Type] {Main Course}
asin,result
16330,[Dish Type] {Stuffed Vegetables} [Cuisine] {American} [Primary Ingredient] {Bell Pepper} [Flavor Profile] {Savory} [Meal Type] {Dinner}
asin,result
