0	1	2
1249	1199	4
1250	1200	4
1251	1201	5
1252	1202	5
61	1203	4
1253	1050	5
1254	1110	5
1255	1204	5
1256	1205	3
1257	1206	4
337	1207	5
1258	1208	4
1259	164	5
786	1209	5
1260	1210	5
1261	1211	5
1262	1212	4
1263	1213	4
697	1214	5
1264	204	5
1265	1215	5
555	1216	5
1266	1217	4
1267	1218	5
1268	1219	4
1269	1220	4
1083	1221	4
1270	1222	3
599	1223	4
1271	1224	3
1272	1225	5
1273	440	5
444	1226	5
1274	1227	5
987	1114	5
224	1123	5
1275	1228	4
1276	1229	5
431	1230	2
1277	1231	4
1278	1232	4
1279	1233	4
1280	1234	4
1281	1235	5
1282	1236	5
1283	1237	5
1284	1238	5
1285	1239	4
1286	389	5
1287	1240	4
1288	1241	4
1289	306	4
1290	407	5
1291	1242	5
1292	242	5
1293	1243	5
647	1244	2
1294	1245	5
1295	1246	5
1296	367	5
1297	1247	5
1298	1248	5
199	1249	3
167	1250	4
1299	1251	5
1300	1252	1
1301	1253	5
1302	150	5
1303	1236	3
1304	423	5
1282	1254	5
1305	1255	5
1306	1066	5
1307	1256	4
1308	734	5
298	1257	5
119	1258	4
1309	1259	4
485	1260	5
1310	1261	4
225	1262	5
1311	1263	5
1087	1198	5
1312	563	5
1313	816	5
1314	1264	5
1315	1265	2
1316	829	5
1317	435	2
1318	1266	4
747	272	3
1319	1267	4
1320	1268	3
1321	1269	4
1322	1270	5
199	1271	4
1323	1272	5
1324	1273	5
1106	1046	5
23	1274	2
503	1275	5
348	1276	5
356	1277	2
1325	45	4
1326	1278	5
1327	1279	5
1328	1280	4
1329	1281	5
1330	1282	5
1331	827	5
1332	1283	5
1333	1284	4
1334	1285	5
1335	1286	5
1088	1287	5
1336	1288	5
1337	932	2
1338	1289	4
1339	1290	3
1340	1291	4
1341	1292	5
1342	1293	4
1343	503	5
816	1294	4
1203	1295	5
815	1171	5
1344	55	5
1345	1296	2
1346	662	5
1347	662	5
649	1297	3
1348	785	5
1349	1298	5
1350	421	5
1351	1299	5
1352	548	5
480	419	5
674	1300	3
1353	1027	5
1354	1301	4
1355	89	4
1356	1302	4
846	161	5
1357	1303	5
1358	293	2
1359	1304	5
1360	1305	5
1361	130	4
1362	1306	5
1363	1307	5
1364	1308	2
1365	1309	5
1366	1310	3
1367	1311	5
1368	1050	5
1369	647	4
1370	1312	5
1371	1313	5
1372	1314	5
1373	243	5
1374	1315	2
1375	1316	5
1376	1317	5
1377	796	4
1378	1318	5
1379	1319	5
1380	1320	5
1381	165	5
972	1321	5
1382	1322	5
1383	1323	5
1384	1324	5
1385	1325	3
1386	1326	3
849	1327	5
1387	1328	5
1388	174	5
1389	1329	5
1390	1330	5
71	1331	5
1391	9	5
1392	1057	4
1393	1332	5
1394	1333	5
38	575	5
1395	1334	2
519	257	4
1396	1335	1
494	421	4
1397	1336	5
1398	1337	4
1399	1338	3
1400	1339	4
471	1340	4
1401	1341	3
1402	1151	4
250	983	5
1071	1342	5
1403	1343	4
1328	423	3
1404	1344	4
1405	424	5
1406	1345	5
1407	658	5
1408	389	5
1409	1346	4
1410	1347	4
1411	1128	5
1412	1348	5
1413	882	2
690	1349	5
1414	1350	5
1415	1351	4
258	1352	4
1416	1353	4
1417	1354	5
1418	1355	5
1419	1356	5
1420	915	5
910	1116	4
1421	1357	5
362	1358	5
1328	1359	3
1422	1360	5
89	1361	3
1036	38	4
1423	1362	3
1424	1363	5
1425	1364	5
1426	1365	4
1427	871	5
1428	1366	5
1429	315	5
65	1367	5
1430	1368	4
1431	1369	5
1432	1370	3
1433	1371	5
1434	247	4
1435	473	5
249	166	4
1436	1372	4
174	1373	5
1062	1374	5
1437	1375	4
50	603	5
1438	689	5
521	1376	3
1439	882	4
1440	257	5
522	937	5
1422	1377	5
1441	1378	5
1306	1379	5
1442	374	5
1443	1380	5
280	343	4
1444	1381	5
1445	1382	5
1446	1383	5
1447	1384	5
558	454	5
1448	1092	5
448	262	5
832	1385	5
362	1386	5
214	1387	3
1449	469	5
1450	1388	5
1451	1389	5
1452	1390	5
1453	662	3
1454	582	5
1455	1391	4
318	1245	5
1456	1392	4
1457	1393	5
1458	1394	4
1459	1395	4
1460	1396	5
1461	1397	5
1462	318	5
1463	563	4
1464	461	4
1465	1106	5
1466	1398	5
1467	1399	4
1468	1400	5
1469	240	5
1470	1009	5
1471	1401	5
1472	467	3
121	497	5
281	1402	3
1473	503	3
1474	1403	5
362	636	4
391	1404	3
772	501	5
1475	1405	5
562	279	5
1476	279	5
1477	1406	3
1478	1134	5
1479	1407	4
1480	1408	5
1481	332	5
963	1409	4
298	494	5
1482	1410	5
1483	252	4
622	1411	5
1484	1412	5
1485	1033	5
1486	1413	5
1487	1414	5
1488	635	5
1489	8	5
1490	1415	5
1491	706	5
80	1416	5
1492	240	5
1493	1417	5
206	1418	5
597	1419	4
1494	1420	5
412	124	1
1495	989	5
1496	1050	5
835	143	5
1497	1421	5
1498	1422	5
1499	1423	5
1500	1145	4
416	1424	5
1501	1425	5
1502	1426	5
1503	631	5
1074	957	5
80	1427	5
1504	1195	5
1505	1428	5
1506	1429	5
1507	1353	4
1508	1430	4
1509	1431	3
1510	379	5
1511	1432	5
1231	645	4
1512	1433	5
1513	1434	5
462	175	5
1514	1435	3
1515	332	5
1516	1436	5
778	1437	5
1517	1438	5
299	1439	5
1518	1440	5
1519	127	5
1488	1441	3
1520	1442	5
1521	501	5
1522	1443	5
43	459	5
1523	1444	4
369	1445	5
1376	1446	4
1524	1447	5
1525	389	5
1526	1448	4
1527	1449	5
1528	1450	5
1529	1451	4
1530	228	5
1531	1452	4
1532	1453	4
455	1454	4
1533	1455	2
1534	1456	5
655	1457	4
976	1458	5
1535	1459	5
574	1460	2
39	1168	5
1101	1461	4
1536	1462	5
1537	1463	5
1538	204	3
384	1464	5
1539	779	5
1540	1465	4
1541	1466	3
776	217	5
1542	1467	5
1543	1468	5
1544	1469	3
1545	1470	5
481	182	5
1546	1471	5
1547	283	5
1282	1472	5
1337	172	3
1548	960	5
1549	175	4
1550	647	5
1551	1473	3
1552	86	5
1553	1474	5
1487	1475	5
1554	943	5
1177	524	4
1555	243	5
1464	1476	4
1556	1477	5
1557	1478	5
1558	167	2
1559	1105	5
1560	1479	5
1561	1480	3
1374	705	4
96	97	5
1562	1481	4
1563	1482	4
1564	1483	4
479	1484	5
1565	1485	4
768	1486	4
1248	1487	4
1566	18	5
871	1488	4
1567	1489	4
1568	1490	5
332	1491	5
348	1492	4
65	785	5
1569	167	5
1450	1493	5
198	1494	4
1570	1495	4
1493	1496	3
1571	367	5
1572	1497	3
1573	1498	5
1574	1499	5
1575	1500	5
1576	407	5
1577	1501	5
1578	20	4
124	1502	5
1579	999	5
1580	1037	5
1581	1503	5
1086	1504	3
1582	306	5
1583	1505	4
1584	1131	5
1585	1506	5
141	501	5
1586	1507	5
1587	1508	5
1588	443	5
1589	1509	5
1590	1510	4
1591	1511	4
1592	926	2
1593	1512	5
647	1513	5
1177	1514	5
1594	1515	5
1595	1516	5
1596	1517	5
1597	749	5
1598	114	5
1599	1518	5
1600	943	4
1601	1519	5
1602	1	5
1603	1520	5
12	1467	4
1604	312	5
1605	1521	5
1606	1353	5
1607	1522	5
362	1523	5
1558	1524	4
713	1525	5
1608	1430	3
1171	1526	5
1609	41	5
628	1527	5
1610	1528	3
1611	1163	4
1612	1529	5
1613	329	2
1614	1530	5
1615	1531	4
1616	1171	5
1617	1532	5
1618	518	5
1619	1533	5
1620	799	4
1621	1534	5
676	1116	5
1622	341	5
1623	1535	4
1624	341	5
1625	437	4
897	1536	4
1626	107	5
1627	510	5
1628	1537	3
1629	615	5
1630	1538	2
1631	1539	5
1632	1540	5
1633	508	3
1634	1541	5
1635	645	5
1636	1542	5
1637	1543	5
773	1544	5
1638	606	4
23	1545	4
1023	143	5
375	1546	4
1639	1547	5
1640	1134	3
1641	1548	5
1016	958	4
1642	13	5
823	1549	5
1643	1550	5
1644	1551	3
1645	116	5
5	1552	5
1646	182	5
1647	563	5
1134	1553	5
1648	1554	4
1119	184	5
1649	1555	5
1650	1556	5
1651	1557	5
225	1558	4
494	1559	5
1652	779	5
122	1560	5
1653	1561	3
902	1408	4
1654	1562	5
1188	1137	5
1655	1563	5
1656	1564	5
1657	519	5
541	310	5
1658	1254	5
1659	25	5
529	1565	4
1660	498	5
1661	1566	5
1662	415	5
405	1170	5
198	1567	5
1663	1568	4
1664	1569	5
1665	25	5
818	15	5
1666	1570	5
1667	1571	5
620	1572	4
723	1573	4
1668	1574	5
293	1575	4
414	1134	5
1669	1576	5
390	1577	5
1670	1578	5
18	1579	5
1671	1580	1
1672	1581	4
1673	1582	1
1674	1583	3
1675	1584	4
12	1585	5
1676	1586	5
1343	1587	5
1099	1588	5
1677	850	5
1678	1589	5
235	276	5
479	1590	5
1679	1164	5
1680	579	4
1681	1401	5
1682	47	5
177	1591	4
1683	1592	4
1684	563	5
1685	1208	4
1686	1593	5
761	1594	5
1687	736	4
1026	1432	3
1688	1595	5
1689	1596	5
1690	1024	4
1691	1597	5
1692	1598	5
1693	1599	3
471	1600	5
1694	1601	3
208	1137	5
161	706	5
1695	1129	3
1252	1602	5
1696	1603	5
1697	1604	4
336	1605	3
1182	1111	5
1698	706	5
